,Season,Player,Team,Position,Minutes,Shots,SoT,G,Player_ID,Count
1448,2023,Patrick-Agyemang,CLT,ST,259,7,2,1,Patrick-Agyemang-2023-1,1
1449,2022,Shane-O'Neill,TOR,CB,2161,2,1,0,Shane-O'Neill-2022-1,1
1450,2023,Jhojan-Valencia,ATX,CM,1508,11,0,0,Jhojan-Valencia-2023-1,1
1451,2022,Daniel-Edelman,NYRB,CM,1130,6,1,1,Daniel-Edelman-2022-1,1
1452,2021,Sebastian-Berhalter,ATX,DM,752,3,0,0,Sebastian-Berhalter-2021-1,1
1453,2022,Thiago-Martins,NYC,CB,2364,6,2,0,Thiago-Martins-2022-1,1
1454,2023,Miguel-Tapias,MIN,CB,3039,14,3,1,Miguel-Tapias-2023-1,1
1455,2021,Jonathan-Bell,NER,CB,893,3,2,1,Jonathan-Bell-2021-1,1
1456,2021,Jahkeele-Marshall-Rutty,TOR,W,464,7,2,0,Jahkeele-Marshall-Rutty-2021-1,1
1457,2022,Henry-Kessler,NER,CB,2017,10,2,1,Henry-Kessler-2022-1,1
1458,2022,Maxime-Chanot,NYC,CB,1616,11,2,1,Maxime-Chanot-2022-1,1
1459,2021,Jonathan-Bornstein,CHI,CB,2414,5,1,0,Jonathan-Bornstein-2021-1,1
1460,2023,James-Sands,NYC,DM,2318,7,2,0,James-Sands-2023-1,1
1461,2021,Emanuel-Maciel,MTL,CM,977,8,0,0,Emanuel-Maciel-2021-1,1
1462,2022,Niko-Tsakiris,SJE,AM,414,7,2,0,Niko-Tsakiris-2022-1,1
1463,2023,Diego-Gomez,MIA,CM,346,3,1,1,Diego-Gomez-2023-1,1
1464,2023,Carlos-Terán,CHI,CB,1675,8,3,1,Carlos-Terán-2023-1,1
1465,2023,Felipe-Gutiérrez,SKC,CM,328,7,3,0,Felipe-Gutiérrez-2023-1,1
1466,2021,Frédéric-Brillant,DCU,CB,1454,6,3,1,Frédéric-Brillant-2021-1,1
1467,2021,Reed-Baker-Whiting,SEA,W,225,3,2,0,Reed-Baker-Whiting-2021-1,1
1468,2023,Tomás-Avilés,MIA,CB,876,6,2,1,Tomás-Avilés-2023-1,1
1469,2021,Ronald-Hernández,ATL,FB,701,8,1,1,Ronald-Hernández-2021-1,1
1470,2021,Erik-Godoy,VAN,CB,1442,6,1,1,Erik-Godoy-2021-1,1
1471,2023,Peter-Stroud,NYRB,DM,1203,4,0,0,Peter-Stroud-2023-1,1
1472,2022,Antônio-Carlos,ORL,CB,1804,14,3,0,Antônio-Carlos-2022-1,1
1473,2022,Giorgio-Chiellini,LAFC,CB,787,3,0,0,Giorgio-Chiellini-2022-1,1
1474,2022,Josh-Williams,CLB,CB,1581,6,1,0,Josh-Williams-2022-1,1
1475,2022,Alexandru-Matan,CLB,W,58,3,1,0,Alexandru-Matan-2022-1,1
1476,2023,Matt-Hedges,"TOR,-ATX",CB,1490,7,1,1,Matt-Hedges-2023-1,1
1477,2023,Alonso-Coello,TOR,DM,1327,6,1,0,Alonso-Coello-2023-1,1
1478,2021,Tyler-Blackett,CIN,CB,861,4,2,1,Tyler-Blackett-2021-1,1
1479,2022,Diego-Luna,RSL,W,376,8,1,0,Diego-Luna-2022-1,1
1480,2023,Ema-Twumasi,FCD,FB,1648,0,0,0,Ema-Twumasi-2023-1,1
1481,2022,Griffin-Yow,DCU,AM,307,5,2,0,Griffin-Yow-2022-1,1
1482,2021,Dante-Sealy,FCD,W,103,2,2,1,Dante-Sealy-2021-1,1
1483,2021,Wilfrid-Kaptoum,NER,CM,986,10,2,1,Wilfrid-Kaptoum-2021-1,1
1484,2022,Steven-Beitashour,COL,FB,1434,5,0,0,Steven-Beitashour-2022-1,1
1485,2023,Jonathan-Perez,LAG,FB,98,4,1,0,Jonathan-Perez-2023-1,1
1486,2021,Handwalla-Bwana,NSH,W,117,3,1,0,Handwalla-Bwana-2021-1,1
1487,2023,Jordan-Perruzza,TOR,ST,144,4,0,0,Jordan-Perruzza-2023-1,1
1488,2023,Niko-Tsakiris,SJE,CM,629,5,1,0,Niko-Tsakiris-2023-1,1
1489,2023,Santiago-Sosa,ATL,DM,1013,12,3,0,Santiago-Sosa-2023-1,1
1490,2021,Orrin-McKinze-Gaines-II,ATX,ST,246,5,3,1,Orrin-McKinze-Gaines-II-2021-1,1
1491,2023,Luca-Petrasso,ORL,FB,425,2,0,0,Luca-Petrasso-2023-1,1
1492,2023,Amar-Sejdic,ATL,DM,1181,9,2,0,Amar-Sejdic-2023-1,1
1493,2021,Brendan-Hines-Ike,DCU,CB,1154,9,2,1,Brendan-Hines-Ike-2021-1,1
1494,2023,Rudy-Camacho,"MTL,-CLB",CB,2556,10,4,1,Rudy-Camacho-2023-1,1
1495,2021,Federico-Navarro,CHI,CM,1036,12,4,1,Federico-Navarro-2021-1,1
1496,2021,Edgar-Castillo,CIN,FB,1082,7,1,1,Edgar-Castillo-2021-1,1
1497,2023,Brendan-Hines-Ike,DCU,CB,1049,4,1,0,Brendan-Hines-Ike-2023-1,1
1498,2021,Luke-Singh,TOR,CB,489,2,2,1,Luke-Singh-2021-1,1
1499,2021,Florian-Valot,"NYRB,-CIN",W,483,7,1,0,Florian-Valot-2021-1,1
1500,2021,Saad-Abdul-Salaam,CLB,FB,1061,3,1,0,Saad-Abdul-Salaam-2021-1,1
1501,2023,Taylor-Washington,NSH,FB,608,5,2,1,Taylor-Washington-2023-1,1
1502,2021,Matko-Miljevic,MTL,ST,158,4,3,1,Matko-Miljevic-2021-1,1
1503,2023,Daniel-Aceves,CHI,FB,893,3,0,0,Daniel-Aceves-2023-1,1
1504,2021,Edwin-Munjoma,FCD,FB,534,1,1,0,Edwin-Munjoma-2021-1,1
1505,2022,Jack-Skahan,SJE,FB,132,1,1,1,Jack-Skahan-2022-1,1
1506,2023,Brandon-Cambridge,CLT,W,189,4,2,2,Brandon-Cambridge-2023-1,1
1507,2022,Reed-Baker-Whiting,SEA,AM,102,3,3,0,Reed-Baker-Whiting-2022-1,1
1508,2022,Marcus-Godinho,VAN,FB,1123,6,3,0,Marcus-Godinho-2022-1,1
1509,2023,Antônio-Carlos,ORL,CB,1481,11,5,1,Antônio-Carlos-2023-1,1
1510,2023,Xavier-Arreaga,SEA,CB,423,5,0,0,Xavier-Arreaga-2023-1,1
1511,2023,Sebastian-Kowalczyk,HOU,AM,388,2,1,0,Sebastian-Kowalczyk-2023-1,1
1512,2021,Noble-Okello,TOR,DM,918,5,2,1,Noble-Okello-2021-1,1
1513,2022,Uri-Rosell,SKC,DM,1004,3,0,0,Uri-Rosell-2022-1,1
1514,2021,James-Sands,NYC,CB,2467,2,0,0,James-Sands-2021-1,1
1515,2021,Nouhou-Tolo,SEA,CB,1599,5,0,0,Nouhou-Tolo-2021-1,1
1516,2021,Augustine-Williams,LAG,ST,116,2,1,0,Augustine-Williams-2021-1,1
1517,2021,Kieran-Gibbs,MIA,FB,739,7,2,1,Kieran-Gibbs-2021-1,1
1518,2023,Reed-Baker-Whiting,SEA,FB,676,3,1,0,Reed-Baker-Whiting-2023-1,1
1519,2021,Chris-Mavinga,TOR,CB,1827,8,1,0,Chris-Mavinga-2021-1,1
1520,2021,Cameron-Dunbar,LAG,W,355,3,2,0,Cameron-Dunbar-2021-1,1
1521,2021,JT-Marcinkowski,SJE,GK,3292,0,0,0,JT-Marcinkowski-2021-1,1
1522,2021,Phelipe,FCD,GK,1035,0,0,0,Phelipe-2021-1,1
1523,2022,Ismael-Tajouri-Shradi,LAFC,W,204,4,2,2,Ismael-Tajouri-Shradi-2022-1,1
1524,2022,Edwin-Cerrillo,FCD,DM,2114,7,1,0,Edwin-Cerrillo-2022-1,1
1525,2023,Antony,POR,W,291,4,2,1,Antony-2023-1,1
1526,2022,Obed-Vargas,SEA,DM,924,4,0,0,Obed-Vargas-2022-1,1
1527,2021,Darwin-Cerén,HOU,CM,1346,6,1,0,Darwin-Cerén-2021-1,1
1528,2023,Marcelo-Silva,RSL,CB,1588,12,1,0,Marcelo-Silva-2023-1,1
1529,2021,Abdoulaye-Cissoko,SEA,CB,1035,6,2,0,Abdoulaye-Cissoko-2021-1,1
1530,2022,Andrew-Farrell,NER,CB,3028,4,0,0,Andrew-Farrell-2022-1,1
1531,2022,Daniel-Aguirre,LAG,DM,438,4,2,1,Daniel-Aguirre-2022-1,1
1532,2021,Zorhan-Ludovic-Bassong,MTL,FB,1390,5,1,0,Zorhan-Ludovic-Bassong-2021-1,1
1533,2021,Matheus-Rossetto,ATL,CM,1520,6,2,0,Matheus-Rossetto-2021-1,1
1534,2022,Maciel,NER,DM,760,2,0,0,Maciel-2022-1,1
1535,2023,Cristián-Gutiérrez,TOR,FB,206,1,0,0,Cristián-Gutiérrez-2023-1,1
1536,2022,Niko-Hansen,MIN,W,118,3,0,0,Niko-Hansen-2022-1,1
1537,2022,Kyle-Duncan,NYRB,FB,660,4,0,0,Kyle-Duncan-2022-1,1
1538,2021,Taylor-Washington,NSH,FB,1117,0,0,0,Taylor-Washington-2021-1,1
1539,2023,Matko-Miljevic,MTL,AM,178,6,1,0,Matko-Miljevic-2023-1,1
1540,2022,Carlos-Salcedo,TOR,CB,1316,3,1,0,Carlos-Salcedo-2022-1,1
1541,2021,Machop-Chol,ATL,W,473,5,1,0,Machop-Chol-2021-1,1
1542,2023,Teenage-Hadebe,HOU,CB,1154,1,1,1,Teenage-Hadebe-2023-1,1
1543,2021,Henry-Kessler,NER,CB,2447,5,3,1,Henry-Kessler-2021-1,1
1544,2022,Jake-Nerwinski,VAN,CB,1986,4,0,0,Jake-Nerwinski-2022-1,1
1545,2022,Alex-De-John,ATL,CB,462,8,1,0,Alex-De-John-2022-1,1
1546,2023,Dixon-Arroyo,MIA,CM,1958,12,4,1,Dixon-Arroyo-2023-1,1
1547,2022,Quinn-McNeill,CLT,CM,709,3,2,1,Quinn-McNeill-2022-1,1
1548,2021,José-Antonio-Martínez,FCD,CB,1646,8,3,0,José-Antonio-Martínez-2021-1,1
1549,2023,Gaoussou-Samake,DCU,FB,384,3,0,0,Gaoussou-Samake-2023-1,1
1550,2022,Rida-Zouhir,MTL,CM,145,4,0,0,Rida-Zouhir-2022-1,1
1551,2022,Jahkeele-Marshall-Rutty,TOR,FB,707,4,1,0,Jahkeele-Marshall-Rutty-2022-1,1
1552,2022,Simon-Becher,VAN,ST,12,1,1,1,Simon-Becher-2022-1,1
1553,2022,Nkosi-Burgess,FCD,CB,1523,4,0,0,Nkosi-Burgess-2022-1,1
1554,2023,Tayvon-Gray,NYC,FB,2233,6,3,0,Tayvon-Gray-2023-1,1
1555,2022,Ahmed-Hamdi,MTL,AM,379,3,0,0,Ahmed-Hamdi-2022-1,1
1556,2022,Chris-Odoi-Atsem,DCU,FB,939,2,0,0,Chris-Odoi-Atsem-2022-1,1
1557,2022,João-Paulo,SEA,DM,489,6,1,1,João-Paulo-2022-1,1
1558,2023,Christian-Makoun,NER,CB,541,6,2,0,Christian-Makoun-2023-1,1
1559,2023,Thiago-Martins,NYC,CB,2361,5,2,0,Thiago-Martins-2023-1,1
1560,2023,Franco-Ibarra,"TOR,-ATL",DM,1905,9,1,0,Franco-Ibarra-2023-1,1
1561,2023,Tega-Ikoba,POR,ST,104,3,2,1,Tega-Ikoba-2023-1,1
1562,2021,Josh-Williams,CLB,CB,1504,4,2,0,Josh-Williams-2021-1,1
1563,2021,Nick-Besler,RSL,DM,1814,8,2,0,Nick-Besler-2021-1,1
1564,2023,Emeka-Eneli,RSL,FB,1376,3,1,0,Emeka-Eneli-2023-1,1
1565,2021,Amro-Tarek,NYRB,CB,984,5,1,0,Amro-Tarek-2021-1,1
1566,2022,Erik-Holt,RSL,CB,620,6,1,0,Erik-Holt-2022-1,1
1567,2023,Bret-Halsey,CIN,FB,249,3,1,0,Bret-Halsey-2023-1,1
1568,2023,Andre-Shinyashiki,CLT,CM,222,3,1,0,Andre-Shinyashiki-2023-1,1
1569,2023,Ousmane-Doumbia,CHI,DM,803,4,0,0,Ousmane-Doumbia-2023-1,1
1570,2021,Justin-Morrow,TOR,FB,1091,1,1,0,Justin-Morrow-2021-1,1
1571,2023,Tate-Schmitt,HOU,FB,441,3,2,1,Tate-Schmitt-2023-1,1
1572,2022,Adrien-Hunou,MIN,ST,168,2,1,0,Adrien-Hunou-2022-1,1
1573,2023,Tanner-Beason,SJE,CB,1587,8,1,0,Tanner-Beason-2023-1,1
1574,2023,Mauricio-Cuevas,LAG,FB,468,0,0,0,Mauricio-Cuevas-2023-1,1
1575,2023,Jimmy-Medranda,CLB,FB,154,3,1,1,Jimmy-Medranda-2023-1,1
1576,2022,Jordan-Perruzza,TOR,W,286,8,2,0,Jordan-Perruzza-2022-1,1
1577,2023,Thiago-Andrade,NYC,W,178,1,1,1,Thiago-Andrade-2023-1,1
1578,2021,Judson,SJE,DM,1826,10,0,0,Judson-2021-1,1
1579,2022,Jhegson-Méndez,"ORL,-LAFC",DM,756,5,0,0,Jhegson-Méndez-2022-1,1
1580,2023,Henry-Kessler,NER,CB,755,4,1,1,Henry-Kessler-2023-1,1
1581,2022,Bode-Davis,RSL,W,119,2,1,1,Bode-Davis-2022-1,1
1582,2023,Luke-Haakenson,NSH,W,356,2,0,0,Luke-Haakenson-2023-1,1
1583,2023,Philip-Quinton,CLB,CB,1055,2,1,1,Philip-Quinton-2023-1,1
1584,2023,Samuel-Piette,MTL,CM,1116,2,0,0,Samuel-Piette-2023-1,1
1585,2021,Aljaz-Struna,MTL,CB,1588,4,1,1,Aljaz-Struna-2021-1,1
1586,2021,Nathan-Harriel,PHI,FB,206,1,1,0,Nathan-Harriel-2021-1,1
1587,2022,Joevin-Jones,MIA,FB,156,0,0,0,Joevin-Jones-2022-1,1
1588,2023,Eric-Miller,POR,FB,1359,2,0,0,Eric-Miller-2023-1,1
1589,2022,Javier-López,SJE,CM,259,3,1,1,Javier-López-2022-1,1
1590,2023,Luis-Díaz,"CLB,-COL",FB,221,5,3,0,Luis-Díaz-2023-1,1
1591,2021,Steven-Beitashour,COL,FB,641,0,0,0,Steven-Beitashour-2021-1,1
1592,2022,Kevin-Molino,CLB,W,507,5,2,1,Kevin-Molino-2022-1,1
1593,2022,Sam-Junqua,HOU,FB,616,1,0,0,Sam-Junqua-2022-1,1
1594,2022,Justin-Haak,NYC,DM,866,1,1,0,Justin-Haak-2022-1,1
1595,2023,Ralph-Priso-Mbongue,COL,DM,1103,3,0,0,Ralph-Priso-Mbongue-2023-1,1
1596,2022,Jonathan-González,MIN,CM,224,3,1,1,Jonathan-González-2022-1,1
1597,2022,Jojea-Kwizera,MTL,FB,321,2,0,0,Jojea-Kwizera-2022-1,1
1598,2022,Adrián-Cubas,VAN,CM,1462,11,3,1,Adrián-Cubas-2022-1,1
1599,2021,Eric-Miller,NSH,FB,1145,3,1,0,Eric-Miller-2021-1,1
1600,2023,Jamal-Thiare,ATL,ST,45,2,0,0,Jamal-Thiare-2023-1,1
1601,2022,José-Antonio-Martínez,FCD,CB,2879,7,2,0,José-Antonio-Martínez-2022-1,1
1602,2023,Sebastien-Ibeagha,FCD,CB,2560,9,3,1,Sebastien-Ibeagha-2023-1,1
1603,2021,Jack-Skahan,SJE,CM,311,8,1,0,Jack-Skahan-2021-1,1
1604,2023,Ajani-Fortune,ATL,DM,432,5,0,0,Ajani-Fortune-2023-1,1
1605,2022,Nicholas-DePuy,LAG,CB,1446,9,0,0,Nicholas-DePuy-2022-1,1
1606,2023,William-Sands,CLB,FB,529,2,0,0,William-Sands-2023-1,1
1607,2021,Jayden-Nelson,TOR,W,277,6,2,0,Jayden-Nelson-2021-1,1
1608,2022,Jonathan-Menéndez,RSL,ST,161,4,1,0,Jonathan-Menéndez-2022-1,1
1609,2022,Ian-Murphy,CIN,CB,1635,1,1,1,Ian-Murphy-2022-1,1
1610,2023,Birk-Risa,NYC,CB,849,3,1,0,Birk-Risa-2023-1,1
1611,2023,Rodrigo-Schlegel,ORL,CB,2141,7,2,0,Rodrigo-Schlegel-2023-1,1
1612,2021,Blake-Bodily,POR,ST,247,5,2,0,Blake-Bodily-2021-1,1
1613,2023,Eryk-Williamson,POR,CM,592,1,0,0,Eryk-Williamson-2023-1,1
1614,2023,Diego-Gutiérrez,POR,W,293,1,1,0,Diego-Gutiérrez-2023-1,1
1615,2021,Tosaint-Ricketts,VAN,ST,244,5,0,0,Tosaint-Ricketts-2021-1,1
1616,2021,Edwin-Cerrillo,FCD,DM,1518,3,0,0,Edwin-Cerrillo-2021-1,1
1617,2023,Ryan-Spaulding,NER,FB,583,3,1,0,Ryan-Spaulding-2023-1,1
1618,2022,Anthony-Markanich,COL,FB,257,4,1,0,Anthony-Markanich-2022-1,1
1619,2023,David-Ayala,POR,CM,176,4,1,0,David-Ayala-2023-1,1
1620,2021,Johan-Kappelhof,CHI,CB,1330,8,2,0,Johan-Kappelhof-2021-1,1
1621,2023,Chris-Mavinga,LAG,CB,1207,4,1,0,Chris-Mavinga-2023-1,1
1622,2023,Ilias-Iliadis,MTL,FB,283,2,0,0,Ilias-Iliadis-2023-1,1
1623,2023,Cody-Baker,SEA,FB,782,1,0,0,Cody-Baker-2023-1,1
1624,2022,Nuno-Santos,CLT,DM,185,5,2,1,Nuno-Santos-2022-1,1
1625,2022,Adam-Armour,CLT,W,109,3,2,1,Adam-Armour-2022-1,1
1626,2021,Aboubacar-Keita,CLB,CB,1082,0,0,0,Aboubacar-Keita-2021-1,1
1627,2022,Alex-Monis,CHI,W,5,1,1,1,Alex-Monis-2022-1,1
1628,2023,Matt-Real,PHI,FB,583,3,1,0,Matt-Real-2023-1,1
1629,2023,Jacob-Greene,DCU,FB,552,2,1,1,Jacob-Greene-2023-1,1
1630,2021,Calvin-Harris,CIN,W,513,6,4,0,Calvin-Harris-2021-1,1
1631,2021,Andres-Jasson,NYC,FB,761,5,2,0,Andres-Jasson-2021-1,1
1632,2021,Kaveh-Rad,SKC,CB,267,0,0,0,Kaveh-Rad-2021-1,1
1633,2021,Scott-Caldwell,NER,CM,247,2,0,0,Scott-Caldwell-2021-1,1
1634,2023,Isak-Jensen,STL,W,194,5,2,0,Isak-Jensen-2023-1,1
1635,2023,Mamadou-Fall,LAFC,CB,106,1,0,0,Mamadou-Fall-2023-1,1
1636,2023,Kendall-Burks,CHI,CB,583,3,0,0,Kendall-Burks-2023-1,1
1637,2022,Christian-Makoun,"CLT,-NER",CB,1368,10,2,0,Christian-Makoun-2022-1,1
1638,2022,Zorhan-Ludovic-Bassong,MTL,FB,232,2,0,0,Zorhan-Ludovic-Bassong-2022-1,1
1639,2023,Mauricio-Pineda,CHI,CB,1736,9,2,1,Mauricio-Pineda-2023-1,1
1640,2022,Zach-Ryan,NYRB,ST,69,4,1,0,Zach-Ryan-2022-1,1
1641,2023,Jackson-Hopkins,DCU,CM,230,5,2,0,Jackson-Hopkins-2023-1,1
1642,2023,Jorge-Cabezas,NYRB,ST,131,5,2,0,Jorge-Cabezas-2023-1,1
1643,2023,Martín-Cáceres,LAG,CB,1450,5,3,2,Martín-Cáceres-2023-1,1
1644,2023,Eriq-Zavaleta,LAG,CB,559,4,2,2,Eriq-Zavaleta-2023-1,1
1645,2021,Sean-Johnson,NYC,GK,2861,0,0,0,Sean-Johnson-2021-1,1
1646,2021,Tanner-Tessmann,FCD,DM,492,4,0,0,Tanner-Tessmann-2021-1,1
1647,2021,Matt-Besler,ATX,CB,1938,2,0,0,Matt-Besler-2021-1,1
1648,2022,Dylan-Teves,SEA,W,121,1,1,1,Dylan-Teves-2022-1,1
1649,2021,Ballou-Tabla,MTL,FB,29,2,0,0,Ballou-Tabla-2021-1,1
1650,2023,Nelson-Palacio,RSL,CM,960,8,3,0,Nelson-Palacio-2023-1,1
1651,2023,Paul-Rothrock,SEA,W,63,1,1,1,Paul-Rothrock-2023-1,1
1652,2023,Nökkvi-Þeyr-Þórisson,STL,ST,328,5,2,1,Nökkvi-Þeyr-Þórisson-2023-1,1
1653,2023,Diego-Chara,POR,DM,2748,2,0,0,Diego-Chara-2023-1,1
1654,2021,Joshua-Atencio,SEA,CM,1661,6,4,0,Joshua-Atencio-2021-1,1
1655,2022,Nicholas-Gioacchini,ORL,W,168,3,0,0,Nicholas-Gioacchini-2022-1,1
1656,2022,Roberto-Avila,HOU,W,200,4,1,0,Roberto-Avila-2022-1,1
1657,2022,Shea-Salinas,SJE,W,257,4,1,1,Shea-Salinas-2022-1,1
1658,2023,Jere-Uronen,CLT,FB,590,4,0,0,Jere-Uronen-2023-1,1
1659,2021,Marcelo-Silva,RSL,CB,1866,5,2,0,Marcelo-Silva-2021-1,1
1660,2022,Alessandro-Schöpf,VAN,AM,368,2,0,0,Alessandro-Schöpf-2022-1,1
1661,2022,Justin-Rasmussen,POR,FB,714,4,1,0,Justin-Rasmussen-2022-1,1
1662,2023,Kipp-Keller,ATX,CB,505,4,0,0,Kipp-Keller-2023-1,1
1663,2023,Zan-Kolmanic,ATX,FB,464,3,0,0,Zan-Kolmanic-2023-1,1
1664,2022,Ibrahim-Sunusi,MTL,AM,264,2,1,0,Ibrahim-Sunusi-2022-1,1
1665,2021,Tsubasa-Endoh,TOR,W,566,3,2,1,Tsubasa-Endoh-2021-1,1
1666,2021,Boniek-García,HOU,CB,799,6,0,0,Boniek-García-2021-1,1
1667,2023,Sofiane-Djeffal,ATX,CM,353,1,0,0,Sofiane-Djeffal-2023-1,1
1668,2023,Adama-Diomande,TOR,ST,176,1,0,0,Adama-Diomande-2023-1,1
1669,2022,Scott-Caldwell,RSL,CM,1520,3,0,0,Scott-Caldwell-2022-1,1
1670,2023,Devin-Padelford,MIN,FB,187,2,1,1,Devin-Padelford-2023-1,1
1671,2022,Serge-Ngoma,NYRB,AM,153,2,2,2,Serge-Ngoma-2022-1,1
1672,2021,John-Nelson,FCD,FB,608,0,0,0,John-Nelson-2021-1,1
1673,2021,Noah-Powder,RSL,FB,314,10,3,0,Noah-Powder-2021-1,1
1674,2022,Joshua-Atencio,SEA,DM,808,7,1,0,Joshua-Atencio-2022-1,1
1675,2022,Sebastien-Ibeagha,LAFC,CB,1324,5,0,0,Sebastien-Ibeagha-2022-1,1
1676,2022,Nelson-Quiñones,HOU,W,163,2,2,0,Nelson-Quiñones-2022-1,1
1677,2023,Ian-Fray,MIA,CB,731,6,4,1,Ian-Fray-2023-1,1
1678,2022,Omar-González,NER,CB,854,6,2,0,Omar-González-2022-1,1
1679,2023,Kamal-Miller,"MIA,-MTL",CB,2466,2,0,0,Kamal-Miller-2023-1,1
1680,2021,José-Mauri,SKC,DM,646,6,2,1,José-Mauri-2021-1,1
1681,2023,Ethan-Zubak,NSH,ST,188,2,0,0,Ethan-Zubak-2023-1,1
1682,2021,Rodrigo-Schlegel,ORL,CB,1761,8,4,0,Rodrigo-Schlegel-2021-1,1
1683,2023,Noel-Caliskan,POR,CM,298,3,0,0,Noel-Caliskan-2023-1,1
1684,2021,A.J.-DeLaGarza,NER,FB,558,2,0,0,A.J.-DeLaGarza-2021-1,1
1685,2023,Ben-Sweat,"NER,-SKC",FB,720,3,0,0,Ben-Sweat-2023-1,1
1686,2022,Ousseni-Bouda,SJE,W,164,5,1,0,Ousseni-Bouda-2022-1,1
1687,2022,Larrys-Mabiala,POR,CB,1731,5,1,0,Larrys-Mabiala-2022-1,1
1688,2022,Francisco-Ginella,LAFC,CM,528,5,0,0,Francisco-Ginella-2022-1,1
1689,2022,Tyler-Wolff,ATL,W,266,4,2,0,Tyler-Wolff-2022-1,1
1690,2022,Andrés-Reyes,NYRB,CB,768,4,2,0,Andrés-Reyes-2022-1,1
1691,2023,Roman-Bürki,STL,GK,3195,0,0,0,Roman-Bürki-2023-1,1
1692,2023,Federico-Navarro,CHI,DM,1137,5,1,0,Federico-Navarro-2023-1,1
1693,2021,Leonard-Owusu,VAN,CM,1182,6,0,0,Leonard-Owusu-2021-1,1
1694,2022,William-Sands,CLB,FB,729,3,0,0,William-Sands-2022-1,1
1695,2021,Zac-McGraw,POR,CB,341,5,0,0,Zac-McGraw-2021-1,1
1696,2021,Alvas-Powell,PHI,FB,328,4,1,0,Alvas-Powell-2021-1,1
1697,2023,Ousman-Jabang,MTL,CB,86,1,1,0,Ousman-Jabang-2023-1,1
1698,2021,Artur,CLB,DM,464,3,2,0,Artur-2021-1,1
1699,2023,Thai-Baribo,PHI,ST,179,2,1,0,Thai-Baribo-2023-1,1
1700,2021,Héber,NYC,ST,125,4,3,0,Héber-2021-1,1
1701,2021,D.J.-Taylor,MIN,FB,692,3,1,0,D.J.-Taylor-2021-1,1
1702,2022,Ronald-Hernández,ATL,FB,827,3,2,0,Ronald-Hernández-2022-1,1
1703,2021,Alexandre-Pato,ORL,ST,131,3,1,0,Alexandre-Pato-2021-1,1
1704,2022,Bryan-Oviedo,RSL,FB,396,3,2,0,Bryan-Oviedo-2022-1,1
1705,2021,Samuel-Adeniran,SEA,ST,67,4,1,0,Samuel-Adeniran-2021-1,1
1706,2023,Jack-Panayotou,NER,W,367,3,0,0,Jack-Panayotou-2023-1,1
1707,2023,Cassius-Mailula,TOR,W,80,3,1,0,Cassius-Mailula-2023-1,1
1708,2023,Axel-Kei,RSL,ST,12,3,1,0,Axel-Kei-2023-1,1
1709,2022,Ethan-Dobbelaere,SEA,FB,309,2,1,0,Ethan-Dobbelaere-2022-1,1
1710,2022,Drew-Skundrich,DCU,CM,998,5,0,0,Drew-Skundrich-2022-1,1
1711,2021,Aaron-Long,NYRB,CB,500,5,1,0,Aaron-Long-2021-1,1
1712,2021,Jacori-Hayes,MIN,CM,574,4,1,0,Jacori-Hayes-2021-1,1
1713,2021,Carlos-Harvey,LAG,DM,161,0,0,0,Carlos-Harvey-2021-1,1
1714,2023,Themi-Antonoglou,TOR,FB,521,2,1,0,Themi-Antonoglou-2023-1,1
1715,2021,Matt-LaGrassa,NSH,CM,415,4,0,0,Matt-LaGrassa-2021-1,1
1716,2021,Michee-Ngalina,LAFC,W,61,2,0,0,Michee-Ngalina-2021-1,1
1717,2022,Leonard-Owusu,VAN,CM,961,3,1,0,Leonard-Owusu-2022-1,1
1718,2022,Erik-Godoy,VAN,CB,496,2,1,1,Erik-Godoy-2022-1,1
1719,2023,Kelyn-Rowe,SEA,FB,392,3,1,0,Kelyn-Rowe-2023-1,1
1720,2021,Joel-Waterman,MTL,CB,2021,0,0,0,Joel-Waterman-2021-1,1
1721,2023,Paul-Gindiri,RSL,ST,39,1,1,0,Paul-Gindiri-2023-1,1
1722,2023,Kristian-Fletcher,DCU,W,177,2,1,0,Kristian-Fletcher-2023-1,1
1723,2021,Kimarni-Smith,DCU,ST,110,1,0,0,Kimarni-Smith-2021-1,1
1724,2021,Adam-Saldana,LAG,DM,760,3,2,0,Adam-Saldana-2021-1,1
1725,2022,Dayne-St.-Clair,MIN,GK,3094,0,0,0,Dayne-St.-Clair-2022-1,1
1726,2022,Stuart-Findlay,PHI,CB,400,3,1,0,Stuart-Findlay-2022-1,1
1727,2022,Gaoussou-Samake,DCU,FB,131,0,0,0,Gaoussou-Samake-2022-1,1
1728,2021,Andrew-Farrell,NER,CB,3247,2,1,0,Andrew-Farrell-2021-1,1
1729,2022,Kayden-Pierre,SKC,FB,1072,1,0,0,Kayden-Pierre-2022-1,1
1730,2021,Alexander-Alvarado,ORL,W,251,1,0,0,Alexander-Alvarado-2021-1,1
1731,2023,Robert-Castellanos,SKC,CB,809,3,1,1,Robert-Castellanos-2023-1,1
1732,2021,Luis-Barraza,NYC,GK,505,0,0,0,Luis-Barraza-2021-1,1
1733,2022,Judson,SJE,DM,718,5,0,0,Judson-2022-1,1
1734,2023,Raymon-Gaddis,CIN,FB,1432,2,0,0,Raymon-Gaddis-2023-1,1
1735,2023,Cameron-Dunbar,MIN,W,132,2,0,0,Cameron-Dunbar-2023-1,1
